trade_date,open,high,low,close,vol,MA5,MA10,MA20,RSI,MACD,MACD_Signal,MACD_Hist,Buy_Signal,Sell_Signal,Position,Portfolio_Value,BuyHold_Value
2026-01-05,40.301113197940225,40.60469945178646,40.10188539742244,40.17778015136719,84082964,,,,,,,,0.0,0.0,0,10000.0,10000.0
2026-01-06,40.272658642053386,40.59521953339199,39.93112315486732,40.53829574584961,92371482,,,,,,,,0.0,0.0,0,10000.0,10089.730092883232
2026-01-07,40.55726810668843,40.81341970796211,39.97855563185166,39.98804473876953,88055952,,,,,,,,0.0,0.0,0,10000.0,9952.776033946415
2026-01-08,40.035478838014285,40.08291351481677,39.18164017943423,39.44728088378906,111572692,,,,,,,,0.0,0.0,0,10000.0,9818.183268257724
2026-01-09,39.40933214288856,39.61804544699969,39.01087289134205,39.181640625,98547074,39.866608428955075,,,,,,,0.0,0.0,0,10000.0,9752.06705731021
2026-01-12,39.18163961646944,39.30497266961091,38.89702794071003,39.01087188720703,118664058,39.633226776123045,,,,,,,0.0,0.0,0,10000.0,9709.56377884395
2026-01-13,39.08677212754579,39.257539864948924,38.92548987820551,39.020362854003906,115936473,39.3296401977539,,,,,,,0.0,0.0,0,10000.0,9711.92602154654
2026-01-14,39.020360309833386,39.058305878644674,38.00524305869819,38.01472854614258,191774380,38.934976959228514,,,,,,,0.0,0.0,0,10000.0,9461.6298866997
2026-01-15,38.052677154541016,38.346774308277276,37.94831869907318,38.052677154541016,121727094,38.6560562133789,,,,,,,0.0,0.0,0,10000.0,9471.075059692203
2026-01-16,38.43518198546017,38.444913241255165,37.617619124982134,37.68574905395508,152524530,38.35687789916992,39.1117431640625,,,,,,0.0,0.0,0,10000.0,9379.748933857585
2026-01-19,37.695478860052226,37.8804024154666,37.471622857349814,37.520286560058594,98870273,38.05876083374024,38.84599380493164,,,,,,0.0,0.0,0,10000.0,9338.5663465486
2026-01-20,37.53975426418858,38.0847974093088,37.481355590953406,37.69548034667969,111387322,37.79378433227539,38.56171226501465,,,,,,0.0,0.0,0,10000.0,9382.170992191306
2026-01-21,37.88040377282781,37.89986999716936,37.160172036203875,37.218570709228516,121499985,37.634552764892575,38.28476486206055,,,,,,0.0,0.0,0,10000.0,9263.47114474965
2026-01-22,37.24776873466721,37.54948964717455,36.79032173795023,36.838985443115234,187754633,37.391814422607425,38.023935317993164,,,,,,0.0,0.0,0,10000.0,9168.994729008606
2026-01-23,36.838986450262986,37.1504386271971,36.3815431538426,36.49833679199219,189211273,37.15433197021484,37.755604934692386,,12.034256960265516,,,,0.0,0.0,0,10000.0,9084.209394965841
2026-01-26,36.49833721542153,37.27696766678995,36.31341364347242,37.00444793701172,216679416,37.05116424560547,37.55496253967285,,20.92815662337512,,,,0.0,0.0,0,10000.0,9210.177316317591
2026-01-27,37.0433771736146,37.48135421195514,36.85844990490834,37.082305908203125,157240627,36.92852935791016,37.36115684509277,,22.230807702969706,,,,0.0,0.0,0,10000.0,9229.555681896296
2026-01-28,37.10177351523351,37.413225680369365,36.692993940793706,36.790321350097656,204166688,36.84287948608399,37.23871612548828,,20.843962442111042,,,,0.0,0.0,0,10000.0,9156.882538431068
2026-01-29,36.86818835241415,37.617621327804734,36.54700120033124,37.500823974609375,199998187,36.97524719238281,37.18353080749512,,31.96610783354195,,,,0.0,0.0,0,10000.0,9333.722229881156
2026-01-30,37.50082129006952,38.12372561130857,37.50082129006952,37.637081146240234,166084303,37.20299606323242,37.17866401672363,38.145203590393066,33.88470942228572,,,,37.12581307716882,0.0,1,9990.03,9367.635793825584
2026-02-02,37.84147674899197,38.25025634025071,37.384029738276205,37.4229621887207,138497888,37.28669891357422,37.168931579589845,38.007462692260745,32.341244906863274,,,,0.0,0.0,1,9933.28,9314.342914847986
2026-02-03,37.63708196739343,37.63708196739343,37.12124001126336,37.2769660949707,84279156,37.32563095092773,37.12708015441895,37.8443962097168,31.294521354644196,,,,0.0,0.0,1,9894.6,9278.005393660911
2026-02-04,37.27696801926256,37.977737288521695,37.2380355681253,37.96800231933594,102131628,37.56116714477539,37.202023315429685,37.74339408874512,41.02410131986104,,,,0.0,0.0,1,10077.72,9450.000018989089
2026-02-05,37.8998704968608,38.85369322535633,37.870673016364854,38.6493034362793,121889452,37.790863037109375,37.38305511474609,37.70349521636963,48.73255654006586,,,,0.0,0.0,1,10258.27,9619.571636529083
2026-02-06,38.6395712635037,38.882893496003334,38.25998917485267,38.542240142822266,80297978,37.97189483642578,37.587445449829104,37.671525192260745,47.677935551912206,,,,0.0,0.0,1,10229.89,9592.924247585823
2026-02-09,38.54223918575554,38.678502751325894,38.27945444844761,38.425445556640625,65894891,38.17239151000977,37.729545211791994,37.64225387573242,46.495825330692355,,,,0.0,0.0,1,10198.94,9563.854800308838
2026-02-10,38.43518321622835,38.503313147382954,38.25999090388716,38.289188385009766,49596465,38.37483596801758,37.850233459472655,37.60569515228271,45.09122142792674,,,,0.0,0.0,1,10162.83,9529.94123636441
2026-02-11,38.30865513488382,38.39625129225455,38.152929045425054,38.34758758544922,52881696,38.45075302124023,38.005960083007814,37.622338104248044,45.84631391206193,,,,0.0,0.0,1,10178.31,9544.476434730133
2026-02-12,38.347588075272114,38.36705058800057,37.6954825147821,37.94853973388672,77752571,38.31060028076172,38.05073165893555,37.61713123321533,41.63322013044395,,,,0.0,0.0,1,10072.56,9445.155902321643
2026-02-13,37.909604925581654,38.04586478302547,37.59815276205216,37.6760139465332,70537032,38.13735504150391,38.05462493896484,37.61664447784424,38.997491555878135,,,,0.0,0.0,1,10000.34,9377.3259260694
2026-02-24,38.15292904202156,38.357318838267425,37.783078187288936,37.899871826171875,75467438,38.032240295410155,38.10231590270996,37.6356237411499,42.232629107066984,,,,0.0,38.7408920266501,0,10049.62,9433.042762289644
2026-02-25,37.860941787369455,38.10426402581578,37.68574947866388,37.744144439697266,72397149,37.923231506347655,38.14903373718262,37.638056945800784,40.61882896945673,,,,0.0,0.0,0,10049.62,9394.283182768844
